device_id,visit_id,venue_id,visit_start_time,visit_end_time,visit_lat,visit_long,  visit_weight  ,customer_weight,user_home_lat,user_home_long,user_work_lat,user_work_long
5a4f1659b96e1e05480c5992,5aac0f34bc269704bc3b2096,b11c324e9d8022ba2a8e6488,3/15/18 21:30,3/15/18 22:40,34.0837011,-84.5392322, 40 ,107.4818486,34.08723425,-84.68312864,34.03418375,-84.46849027
5a4f1659b96e1e05480c5992,5abe0896fde0ca0893d36baa,b11c324e9d8022ba2a8e6488,3/29/18 19:46,3/29/18 21:10,34.08364105,-84.53868103, 39 ,107.4818486,34.08438647,-84.6831135,34.03381246,-84.46747551
5a4f1659b96e1e05480c5992,5ac3f6355a7eca0855b754ef,b11c324e9d8022ba2a8e6488,4/3/18 11:35,4/3/18 12:54,34.08364868,-84.53897095, 38 ,107.4818486,34.08571332,-84.68212222,34.03530806,-84.4659643
5a4f1659b96e1e05480c5992,5b505ea9addf7908fb4112c5,b11c324e9d8022ba2a8e6488,7/18/18 19:01,7/18/18 19:58,34.083616,-84.538971, 30 ,107.4818486,34.08527165,-84.68135564,34.03490338,-84.46640659
5a4f1659b96e1e05480c5992,5ba655ad19fb090a9f8565e7,b11c324e9d8022ba2a8e6488,9/20/18 13:05,9/20/18 13:55,34.08363342,-84.53875732, 28 ,107.4818486,34.08665286,-84.68226247,34.03431106,-84.46677106
5a4f1659b96e1e05480c5992,5c03c3de3e838309f2cb8f2c,b11c324e9d8022ba2a8e6488,12/1/18 8:51,12/1/18 9:44,34.08364868,-84.53876495, 29 ,107.4818486,34.08555428,-84.68109147,34.03621783,-84.46631923
5950e044a42aab635be2bb9d,5a7345ca3114d807be98c48f,b11c324e9d8022ba2a8e6488,2/1/18 5:25,2/1/18 6:03,34.0836887,-84.5390842, 34 ,0,34.11924651,-84.53866047,33.90864671,-84.58057325
5950e044a42aab635be2bb9d,5a74963445697b08464f6947,b11c324e9d8022ba2a8e6488,2/2/18 5:28,2/2/18 6:04,34.083597,-84.5390462, 34 ,0,34.11933874,-84.53849995,33.90856404,-84.58009674
5950e044a42aab635be2bb9d,5a77ab3513adaa0dfec19349,b11c324e9d8022ba2a8e6488,2/4/18 9:33,2/4/18 10:12,34.0836684,-84.5390263, 35 ,0,34.11935033,-84.5384273,33.9081795,-84.57983976
5950e044a42aab635be2bb9d,5a78929813adaa07bceea07f,b11c324e9d8022ba2a8e6488,2/5/18 5:25,2/5/18 6:03,34.0836759,-84.5390633, 34 ,0,34.11781707,-84.53936836,33.90836026,-84.57884491
5950e044a42aab635be2bb9d,5a79de03a0868e07a5c2727d,b11c324e9d8022ba2a8e6488,2/6/18 5:28,2/6/18 6:08,34.0837065,-84.5391085, 35 ,0,34.12011729,-84.53861733,33.90839193,-84.57817365
5950e044a42aab635be2bb9d,5a7b2ef5a42aab46125e2f0e,b11c324e9d8022ba2a8e6488,2/7/18 5:31,2/7/18 6:12,34.0836442,-84.5391138, 35 ,0,34.11939264,-84.53892358,33.90861466,-84.58071506
5950e044a42aab635be2bb9d,5a7c8383cca8240833a2565b,b11c324e9d8022ba2a8e6488,2/8/18 5:33,2/8/18 6:18,34.083667,-84.5391212, 36 ,0,34.11927375,-84.53678829,33.90920892,-84.58039666
5950e044a42aab635be2bb9d,5a7df54882ac1d08bbdfdf85,b11c324e9d8022ba2a8e6488,2/9/18 5:35,2/9/18 6:20,34.0836279,-84.5390677, 36 ,0,34.12029599,-84.53943873,33.90953569,-84.57861843
5950e044a42aab635be2bb9d,5a7f6fa59eb69a0909d7b758,b11c324e9d8022ba2a8e6488,2/10/18 8:43,2/10/18 10:07,34.0835352,-84.5389935, 33 ,0,34.11918238,-84.53859109,33.90850777,-84.58011072
5950e044a42aab635be2bb9d,5a80bf29816dac07d3d06ef0,b11c324e9d8022ba2a8e6488,2/11/18 6:05,2/11/18 6:47,34.0837166,-84.5391621, 36 ,0,34.11967662,-84.53743164,33.90963351,-84.58096176
5950e044a42aab635be2bb9d,5a81c5f4733e1a0871e1ff9f,b11c324e9d8022ba2a8e6488,2/12/18 4:28,2/12/18 5:08,34.0836939,-84.5390639, 45 ,0,34.11999273,-84.5388203,33.90835255,-84.58003736
5950e044a42aab635be2bb9d,5a83a735bc92f706bad83d09,b11c324e9d8022ba2a8e6488,2/13/18 5:05,2/13/18 5:47,34.083732,-84.5390899, 36 ,0,34.11841853,-84.53930766,33.90777001,-84.58020212
5950e044a42aab635be2bb9d,5a84c6b50c0fe4094ca99f02,b11c324e9d8022ba2a8e6488,2/14/18 5:45,2/14/18 6:10,34.0836253,-84.5390775, 33 ,0,34.11894474,-84.53796005,33.90835483,-84.58078818
5950e044a42aab635be2bb9d,5a86179454802f0bbbe8416c,b11c324e9d8022ba2a8e6488,2/15/18 5:35,2/15/18 6:14,34.0836921,-84.539078, 33 ,0,34.11913743,-84.5384538,33.90831047,-84.58182887
5950e044a42aab635be2bb9d,5a876676b78bd1093060ecfb,b11c324e9d8022ba2a8e6488,2/16/18 5:25,2/16/18 6:06,34.0837529,-84.5390533, 33 ,0,34.11904346,-84.53854426,33.90683862,-84.57936516
5950e044a42aab635be2bb9d,5a8a614ce7e06b09f608cfe4,b11c324e9d8022ba2a8e6488,2/18/18 12:25,2/18/18 13:08,34.0836015,-84.5390082, 33 ,0,34.1186589,-84.53975396,33.90778565,-84.58211973
5950e044a42aab635be2bb9d,5a8af5895280d613b18e2012,b11c324e9d8022ba2a8e6488,2/19/18 4:24,2/19/18 4:49,34.0836052,-84.5390373, 34 ,0,34.11936209,-84.54016975,33.90811487,-84.57851066
5950e044a42aab635be2bb9d,5a8f6158489aa9160ed53f5f,b11c324e9d8022ba2a8e6488,2/22/18 7:45,2/22/18 8:36,34.0838172,-84.5389916, 33 ,0,34.11923477,-84.53707775,33.90850371,-84.58017512
5950e044a42aab635be2bb9d,5a943ef5f9f215178aac2fd6,b11c324e9d8022ba2a8e6488,2/26/18 5:03,2/26/18 5:43,34.083686,-84.5390797, 34 ,0,34.11766661,-84.53849064,33.90971918,-84.57885474
5950e044a42aab635be2bb9d,5a95824ac0b0530bde8dec40,b11c324e9d8022ba2a8e6488,2/27/18 4:59,2/27/18 5:36,34.0835465,-84.5389866, 34 ,0,34.11788702,-84.53844528,33.90682349,-84.57997582
5950e044a42aab635be2bb9d,5a96d40bb380f710c00d9326,b11c324e9d8022ba2a8e6488,2/28/18 5:17,2/28/18 5:43,34.0836945,-84.5392131, 34 ,0,34.11945078,-84.53935779,33.90962496,-84.58142823
5950e044a42aab635be2bb9d,5a982a0e907302432c8aad83,b11c324e9d8022ba2a8e6488,3/1/18 5:33,3/1/18 6:10,34.0836923,-84.5390349, 33 ,0,34.11885411,-84.53842156,33.9080051,-84.57991209
5950e044a42aab635be2bb9d,5a997ab32e614d158e29684f,b11c324e9d8022ba2a8e6488,3/2/18 5:57,3/2/18 6:18,34.0835965,-84.5390222, 32 ,0,34.12026981,-84.53738066,33.90709143,-84.58029312
5950e044a42aab635be2bb9d,5a9d6c3a096a3412d5f97248,b11c324e9d8022ba2a8e6488,3/5/18 5:27,3/5/18 6:04,34.0836875,-84.5390577, 33 ,0,34.11946477,-84.53868592,33.90905351,-84.58003369
5950e044a42aab635be2bb9d,5a9ebc7b47bae212840a43bb,b11c324e9d8022ba2a8e6488,3/6/18 5:33,3/6/18 6:09,34.0835461,-84.5389617, 33 ,0,34.11966691,-84.54010996,33.9088326,-84.58054392
5950e044a42aab635be2bb9d,5aa00ec9900e7161adbc66e0,b11c324e9d8022ba2a8e6488,3/7/18 5:26,3/7/18 6:06,34.0836523,-84.5390791, 33 ,0,34.1184996,-84.5380199,33.90812821,-84.57970619
5950e044a42aab635be2bb9d,5aa15f930b13a91573016321,b11c324e9d8022ba2a8e6488,3/8/18 5:32,3/8/18 6:09,34.0837104,-84.5391964, 33 ,0,34.12001297,-84.53869094,33.90840388,-84.5802626
5950e044a42aab635be2bb9d,5aa2b2f76f897808f70f099d,b11c324e9d8022ba2a8e6488,3/9/18 5:28,3/9/18 6:05,34.0836357,-84.5391134, 31 ,0,34.1204503,-84.53894226,33.90881953,-84.58097617
5950e044a42aab635be2bb9d,5aa47117b612131b18fa63bc,b11c324e9d8022ba2a8e6488,3/10/18 9:27,3/10/18 10:08,34.0837705,-84.5389802, 34 ,0,34.11934942,-84.53854267,33.90867467,-84.57991243
5950e044a42aab635be2bb9d,5aa5d5437561ca1cfcd0b76b,b11c324e9d8022ba2a8e6488,3/11/18 9:41,3/11/18 10:07,34.0837153,-84.539077, 36 ,0,34.11775749,-84.53832934,33.90738501,-84.57949416
5950e044a42aab635be2bb9d,5aa6a997f42d4d172fc51625,b11c324e9d8022ba2a8e6488,3/12/18 4:35,3/12/18 5:10,34.0836209,-84.5391612, 33 ,0,34.1210466,-84.5377531,33.90852295,-84.58017353
5950e044a42aab635be2bb9d,5aa7f91d4afc6d107427d1cf,b11c324e9d8022ba2a8e6488,3/13/18 5:30,3/13/18 6:08,34.083662,-84.5390933, 33 ,0,34.12004402,-84.53883044,33.90857966,-84.58074664
5950e044a42aab635be2bb9d,5aa94c105440b517564e7d89,b11c324e9d8022ba2a8e6488,3/14/18 5:27,3/14/18 6:05,34.0836073,-84.5389799, 33 ,0,34.11978975,-84.53667601,33.90756195,-84.58162378
5950e044a42aab635be2bb9d,5aaaaa2a33def0092f696bfd,b11c324e9d8022ba2a8e6488,3/15/18 4:30,3/15/18 5:09,34.0836432,-84.5391207, 33 ,0,34.11957804,-84.53809161,33.90900913,-84.58044494
5950e044a42aab635be2bb9d,5aac7811f78283151186f23f,b11c324e9d8022ba2a8e6488,3/16/18 5:35,3/16/18 6:07,34.0835759,-84.5392504, 33 ,0,34.11910799,-84.53957782,33.90772824,-84.57994067
5950e044a42aab635be2bb9d,5aad8305ddd2f73db71e4f37,b11c324e9d8022ba2a8e6488,3/17/18 8:12,3/17/18 8:52,34.0836608,-84.5390408, 33 ,0,34.11943092,-84.54004933,33.90879437,-84.57976251
5950e044a42aab635be2bb9d,5ab013185977c95167cf3275,b11c324e9d8022ba2a8e6488,3/19/18 4:20,3/19/18 5:05,34.0835313,-84.5390973, 33 ,0,34.11957059,-84.5388081,33.90894599,-84.58088576
5950e044a42aab635be2bb9d,5ab17d2a6f95251ff76d2743,b11c324e9d8022ba2a8e6488,3/20/18 4:25,3/20/18 5:08,34.083741,-84.539214, 33 ,0,34.11913326,-84.53666678,33.90847351,-84.5802251
5950e044a42aab635be2bb9d,5ab381d355e097491dbbe14a,b11c324e9d8022ba2a8e6488,3/21/18 19:07,3/21/18 19:35,34.083694,-84.539122, 34 ,0,34.11971391,-84.53945042,33.90712296,-84.57909758
5950e044a42aab635be2bb9d,5ab41ebd967bb61f694f0a4a,b11c324e9d8022ba2a8e6488,3/22/18 4:21,3/22/18 5:04,34.083598,-84.539048, 33 ,0,34.12025214,-84.5401113,33.90704256,-84.58038957
5950e044a42aab635be2bb9d,5ab56d42f2cebe1bbc5c9914,b11c324e9d8022ba2a8e6488,3/23/18 4:36,3/23/18 5:09,34.083728,-84.539127, 32 ,0,34.11892149,-84.5383786,33.90816535,-84.57945314
5950e044a42aab635be2bb9d,5ab6c752621d2517cd43fd81,b11c324e9d8022ba2a8e6488,3/24/18 7:40,3/24/18 8:19,34.083307,-84.538641, 33 ,0,34.1187624,-84.54035353,33.91003819,-84.57975888
5950e044a42aab635be2bb9d,5ab9737c0ccaae21070964ab,b11c324e9d8022ba2a8e6488,3/26/18 5:04,3/26/18 5:41,34.083731,-84.539214, 32 ,0,34.11799472,-84.53782976,33.91017255,-84.58021217
5950e044a42aab635be2bb9d,5abae20ad289a91d8a6fe4d1,b11c324e9d8022ba2a8e6488,3/27/18 5:23,3/27/18 6:00,34.083727,-84.53925, 32 ,0,34.1193748,-84.53907565,33.90678225,-84.58052097
5950e044a42aab635be2bb9d,5abc1e148b2e4a182347417f,b11c324e9d8022ba2a8e6488,3/28/18 5:07,3/28/18 5:49,34.083824,-84.539147, 32 ,0,34.11964455,-84.53695599,33.90838132,-84.57900598
5950e044a42aab635be2bb9d,5abd026b2d3683159cf44168,b11c324e9d8022ba2a8e6488,3/29/18 4:27,3/29/18 5:06,34.083677,-84.539078, 32 ,0,34.11947943,-84.53854211,33.90925915,-84.57871586
5950e044a42aab635be2bb9d,5abec7c3bcd54d1d6e2ef9d4,b11c324e9d8022ba2a8e6488,3/30/18 9:00,3/30/18 9:45,34.083623,-84.539104, 31 ,0,34.11790389,-84.53865242,33.90798411,-84.58181968
5950e044a42aab635be2bb9d,5ac015679657df1cfa15b0e8,b11c324e9d8022ba2a8e6488,3/31/18 10:21,3/31/18 11:05,34.08372498,-84.53916168, 31 ,0,34.11939645,-84.53859131,33.9067665,-84.58002875
5950e044a42aab635be2bb9d,5ac2556763ab2808cea4bdf1,b11c324e9d8022ba2a8e6488,4/2/18 4:34,4/2/18 5:15,34.0837326,-84.53903198, 31 ,0,34.11935929,-84.53955616,33.90767635,-84.58175883
5950e044a42aab635be2bb9d,5ac3a785bf8ce008b882dee9,b11c324e9d8022ba2a8e6488,4/3/18 5:21,4/3/18 5:57,34.08358765,-84.53914642, 31 ,0,34.11934978,-84.53840939,33.90858114,-84.58022884
5950e044a42aab635be2bb9d,5ac4ec6a031d0f085d1a9853,b11c324e9d8022ba2a8e6488,4/4/18 4:48,4/4/18 5:31,34.08378601,-84.53929138, 31 ,0,34.11837541,-84.53736655,33.90856171,-84.58023992
5950e044a42aab635be2bb9d,5ac64b51618c46084d169c88,b11c324e9d8022ba2a8e6488,4/5/18 4:32,4/5/18 5:11,34.08376312,-84.53918457, 31 ,0,34.11987085,-84.53875399,33.90922261,-84.58004683
5950e044a42aab635be2bb9d,5ac7b3c3ef09190882edd5d9,b11c324e9d8022ba2a8e6488,4/6/18 5:14,4/6/18 5:55,34.08369446,-84.53920746, 31 ,0,34.11998432,-84.53744849,33.9078456,-84.58071729
5950e044a42aab635be2bb9d,5acbc691712780086964deed,b11c324e9d8022ba2a8e6488,4/9/18 5:15,4/9/18 5:54,34.083694,-84.539086, 38 ,0,34.11982293,-84.53824349,33.90848861,-84.57910686
5950e044a42aab635be2bb9d,5acd13a02b1a0808c22325fe,b11c324e9d8022ba2a8e6488,4/10/18 5:24,4/10/18 6:04,34.083786,-84.539147, 31 ,0,34.12075935,-84.53954681,33.90851275,-84.5780873
5950e044a42aab635be2bb9d,5acf41758211110a750fa315,b11c324e9d8022ba2a8e6488,4/11/18 4:56,4/11/18 5:37,34.083724,-84.53899, 37 ,0,34.11779817,-84.53868096,33.9084061,-84.57996646
5950e044a42aab635be2bb9d,5ad021626335d90a4c9d09bc,b11c324e9d8022ba2a8e6488,4/12/18 5:03,4/12/18 5:49,34.083621,-84.539081, 31 ,0,34.11982163,-84.53770101,33.90931007,-84.57925783
5950e044a42aab635be2bb9d,5ad11020071649088d34d296,b11c324e9d8022ba2a8e6488,4/13/18 5:00,4/13/18 5:41,34.083699,-84.539228, 32 ,0,34.11779859,-84.5376157,33.90975219,-84.58107529
5950e044a42aab635be2bb9d,5ad4f968d1fe2908a1fddcb3,b11c324e9d8022ba2a8e6488,4/16/18 4:24,4/16/18 5:02,34.083657,-84.539134, 31 ,0,34.1191936,-84.53774831,33.90801671,-84.58019986
5950e044a42aab635be2bb9d,5ad64b5aa7a53d0890989b91,b11c324e9d8022ba2a8e6488,4/17/18 4:28,4/17/18 5:05,34.083769,-84.539142, 31 ,0,34.11946055,-84.53822268,33.90780362,-84.5809815
5950e044a42aab635be2bb9d,5ad75a55c6a808088b47288b,b11c324e9d8022ba2a8e6488,4/18/18 4:27,4/18/18 5:06,34.083773,-84.539212, 44 ,0,34.11936239,-84.53773438,33.90939468,-84.58109775
5950e044a42aab635be2bb9d,5ad8c1c1c63fca088784240b,b11c324e9d8022ba2a8e6488,4/19/18 4:32,4/19/18 5:10,34.083746,-84.539204, 39 ,0,34.11949591,-84.53939971,33.9088312,-84.58100128
5950e044a42aab635be2bb9d,5ada1c386ee7370918a5e987,b11c324e9d8022ba2a8e6488,4/20/18 4:32,4/20/18 5:10,34.083638,-84.539192, 37 ,0,34.12032352,-84.53781615,33.90711742,-84.58006508
5950e044a42aab635be2bb9d,5adcd2c9dc5a0b08a8b61db1,b11c324e9d8022ba2a8e6488,4/22/18 7:26,4/22/18 8:02,34.083639,-84.539124, 42 ,0,34.11963279,-84.53854161,33.90947119,-84.58085629
5950e044a42aab635be2bb9d,5adf29a776e6ef08a505bc5b,b11c324e9d8022ba2a8e6488,4/23/18 4:37,4/23/18 5:15,34.083413,-84.539075, 30 ,0,34.11973464,-84.53844529,33.90875327,-84.58002608
5950e044a42aab635be2bb9d,5adf97b391d3c508c7c87ab8,b11c324e9d8022ba2a8e6488,4/24/18 4:49,4/24/18 5:13,34.083774,-84.539251, 31 ,0,34.11937764,-84.53848962,33.9091134,-84.57935333
5950e044a42aab635be2bb9d,5ae0dccf0d7b20089156233c,b11c324e9d8022ba2a8e6488,4/25/18 4:24,4/25/18 5:57,34.083704,-84.539111, 31 ,0,34.12002858,-84.53693183,33.90855509,-84.58215086
5950e044a42aab635be2bb9d,5ae22c5bc52b130873314fd6,b11c324e9d8022ba2a8e6488,4/26/18 4:25,4/26/18 5:04,34.083681,-84.539153, 47 ,0,34.11914113,-84.53799701,33.90857713,-84.58056289
5950e044a42aab635be2bb9d,5ae3613b4064bf07a1d14902,b11c324e9d8022ba2a8e6488,4/27/18 4:37,4/27/18 5:13,34.083626,-84.539052, 42 ,0,34.11940045,-84.53775447,33.90712554,-84.58103031
5950e044a42aab635be2bb9d,5ae62f1508e6e808a1b69c10,b11c324e9d8022ba2a8e6488,4/29/18 9:07,4/29/18 9:45,34.083663,-84.539036, 31 ,0,34.11849266,-84.53813043,33.90811692,-84.57995405
5950e044a42aab635be2bb9d,5ae73adac90a4708aad71ba6,b11c324e9d8022ba2a8e6488,4/30/18 4:30,4/30/18 5:07,34.083636,-84.539158, 33 ,0,34.12023034,-84.54011692,33.90794199,-84.57948979
5950e044a42aab635be2bb9d,5ae87e2cfe5b5608934e6742,b11c324e9d8022ba2a8e6488,5/1/18 4:45,5/1/18 5:23,34.083673,-84.539139, 30 ,0,34.11924464,-84.53869949,33.90944713,-84.57990354
5950e044a42aab635be2bb9d,5ae9de10477bce08af4f831e,b11c324e9d8022ba2a8e6488,5/2/18 4:26,5/2/18 5:05,34.083632,-84.539075, 30 ,0,34.1191193,-84.53745756,33.90932261,-84.58002347
5950e044a42aab635be2bb9d,5af02218eae46a084fdfcaf8,b11c324e9d8022ba2a8e6488,5/4/18 4:36,5/4/18 5:14,34.083648,-84.539083, 29 ,0,34.11909627,-84.53805859,33.90846223,-84.58017217
5950e044a42aab635be2bb9d,5af094625cacb808646d725e,b11c324e9d8022ba2a8e6488,5/5/18 7:39,5/5/18 8:18,34.083613,-84.539106, 29 ,0,34.119441,-84.54009778,33.90903793,-84.57920664
5950e044a42aab635be2bb9d,5af1233384d44a085921d02f,b11c324e9d8022ba2a8e6488,5/7/18 4:23,5/7/18 5:03,34.083675,-84.538973, 30 ,0,34.11978398,-84.5369689,33.90801603,-84.58029972
5950e044a42aab635be2bb9d,5af5c721b2db5408685830a5,b11c324e9d8022ba2a8e6488,5/11/18 4:35,5/11/18 5:09,34.083598,-84.539028, 36 ,0,34.12002973,-84.53755954,33.90835916,-84.5801841
5950e044a42aab635be2bb9d,5af760d0c1ae01086655912d,b11c324e9d8022ba2a8e6488,5/12/18 11:54,5/12/18 12:46,34.083625,-84.538981, 29 ,0,34.1196102,-84.53837926,33.90853535,-84.58073766
5950e044a42aab635be2bb9d,5af9a1c83c845a08591c317b,b11c324e9d8022ba2a8e6488,5/14/18 4:38,5/14/18 5:14,34.083652,-84.539053, 29 ,0,34.11935819,-84.53874869,33.90873241,-84.5803637
5950e044a42aab635be2bb9d,5afaf41e0ff62c0885f2975f,b11c324e9d8022ba2a8e6488,5/15/18 4:21,5/15/18 5:00,34.083711,-84.539005, 29 ,0,34.11971472,-84.53867556,33.90885422,-84.57949793
5950e044a42aab635be2bb9d,5afc456e768b57085eb79fc0,b11c324e9d8022ba2a8e6488,5/16/18 4:31,5/16/18 5:11,34.083716,-84.539226, 29 ,0,34.11774947,-84.53869663,33.90832096,-84.58052031
5950e044a42aab635be2bb9d,5afd96e28c51fe085fe3fe09,b11c324e9d8022ba2a8e6488,5/17/18 4:29,5/17/18 5:06,34.083667,-84.539015, 29 ,0,34.1201341,-84.53699371,33.90893533,-84.581027
5950e044a42aab635be2bb9d,5afee8f9c1eb7b08b5b791cc,b11c324e9d8022ba2a8e6488,5/18/18 4:36,5/18/18 5:15,34.083771,-84.539124, 27 ,0,34.11938064,-84.5384415,33.90723342,-84.57990859
5950e044a42aab635be2bb9d,5b033e2079d2f40864f47f9f,b11c324e9d8022ba2a8e6488,5/21/18 11:41,5/21/18 12:10,34.083617,-84.539017, 29 ,0,34.11886368,-84.53977514,33.90845224,-84.58014443
5950e044a42aab635be2bb9d,5b058b7c904ff70861594a5a,b11c324e9d8022ba2a8e6488,5/23/18 4:55,5/23/18 5:33,34.083715,-84.539086, 29 ,0,34.11977081,-84.54034905,33.90892543,-84.57947268
5950e044a42aab635be2bb9d,5b06dcd1daef7c085d0af1af,b11c324e9d8022ba2a8e6488,5/24/18 4:32,5/24/18 5:26,34.083632,-84.539058, 28 ,0,34.11913362,-84.5378305,33.90910205,-84.57998214
5950e044a42aab635be2bb9d,5b082c31d8d38a086ca507d5,b11c324e9d8022ba2a8e6488,5/25/18 4:17,5/25/18 5:01,34.083687,-84.539096, 27 ,0,34.11981906,-84.53881619,33.90870125,-84.57833864
5950e044a42aab635be2bb9d,5b0d733abb83f30a72cd3a46,b11c324e9d8022ba2a8e6488,5/29/18 4:32,5/29/18 5:00,34.083581,-84.539032, 29 ,0,34.12099359,-84.53957041,33.90943679,-84.5801881
5950e044a42aab635be2bb9d,5b0ec56986f3c80a6fabecd1,b11c324e9d8022ba2a8e6488,5/30/18 4:35,5/30/18 5:14,34.083642,-84.539123, 29 ,0,34.12025361,-84.53767052,33.90809882,-84.58193143
5950e044a42aab635be2bb9d,5b11667a5e82ed0a679f381b,b11c324e9d8022ba2a8e6488,6/1/18 4:23,6/1/18 5:03,34.083666,-84.53914, 27 ,0,34.11862187,-84.53898746,33.90723298,-84.58095971
5950e044a42aab635be2bb9d,5b131ba36138d50a6ed017b1,b11c324e9d8022ba2a8e6488,6/2/18 10:45,6/2/18 11:26,34.083647,-84.539045, 33 ,0,34.11886715,-84.53788857,33.90992322,-84.58004182
5950e044a42aab635be2bb9d,5b143f424eec610a7513fcc3,b11c324e9d8022ba2a8e6488,6/3/18 7:20,6/3/18 7:59,34.083642,-84.53904, 28 ,0,34.12004951,-84.53824551,33.90850884,-84.5802514
5950e044a42aab635be2bb9d,5b159269f156710a74b9639a,b11c324e9d8022ba2a8e6488,6/4/18 5:24,6/4/18 6:03,34.08365,-84.538965, 29 ,0,34.11903125,-84.53809939,33.90796146,-84.58201907
5950e044a42aab635be2bb9d,5b16e3ae16bd9a0a8f224314,b11c324e9d8022ba2a8e6488,6/5/18 5:05,6/5/18 5:44,34.083597,-84.539021, 38 ,0,34.11908025,-84.53916599,33.90877748,-84.58058254
5950e044a42aab635be2bb9d,5b182724ab31760a80ae9ddf,b11c324e9d8022ba2a8e6488,6/6/18 4:25,6/6/18 5:04,34.083762,-84.538986, 28 ,0,34.11890176,-84.53868907,33.90712174,-84.58027424
5950e044a42aab635be2bb9d,5b19781e69ca240a772a6fa9,b11c324e9d8022ba2a8e6488,6/7/18 4:39,6/7/18 5:17,34.08363,-84.539071, 28 ,0,34.1193374,-84.53796526,33.9086583,-84.58003636
5950e044a42aab635be2bb9d,5b1ac8c3c1b2600a5c4f6c78,b11c324e9d8022ba2a8e6488,6/8/18 4:48,6/8/18 5:26,34.083609,-84.53904, 28 ,0,34.11857344,-84.5369766,33.90929095,-84.57841527
5950e044a42aab635be2bb9d,5b1ef50e39d3300a32c57481,b11c324e9d8022ba2a8e6488,6/10/18 7:19,6/10/18 7:56,34.083733,-84.539074, 28 ,0,34.12100864,-84.53798047,33.90829091,-84.57916172
5950e044a42aab635be2bb9d,5b1f71fdb784a00a1d385798,b11c324e9d8022ba2a8e6488,6/11/18 4:28,6/11/18 5:07,34.083733,-84.539171, 28 ,0,34.11964983,-84.53790745,33.90857823,-84.58015596
5950e044a42aab635be2bb9d,5b20008de451b30a1e1eb4d6,b11c324e9d8022ba2a8e6488,6/12/18 4:34,6/12/18 5:13,34.083701,-84.53914, 27 ,0,34.11837036,-84.5373881,33.90809449,-84.58126675
5950e044a42aab635be2bb9d,5b22a42c3631b40a0f5eb5f7,b11c324e9d8022ba2a8e6488,6/14/18 4:29,6/14/18 5:06,34.083716,-84.539118, 26 ,0,34.12002397,-84.53945934,33.90853675,-84.58052163
